name,state_abbr,degree_type,cash_monitoring,pred_degree_type,highest_degree,type_school,ST_FIPS,REGION,LOCALE,hbcu,pbi,annhi,tribal,AANAPII,his,nanti,men_only,women_only,admission_rate,sat_avg,distance_only,netprice_lowincome,tuit_fte,inexp_fte,avg_fac_salary,pct_ft_fac,pct_pell,C150_POOLED,age_entry,first_gen,med_fam_inc,pct_grad_degree,pct_domestic,median_hh_income,poverty_rate,unemployment_rate
University of the Potomac-Washington DC Campus,DC,3,0,3,4,3,11,2,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,17867,6190,2004,5000,1,0.2222,0.6452,32.94594595,0.483333333,25639,13.94999981,83.16000366,78717.65,8.899999619,4.349999905
Rabbi Jacob Joseph School,NJ,3,0,3,3,2,34,2,21,0,0,0,0,0,0,0,0,0,0.828571429,NULL,0,8630,13053,21724,3758,NULL,0.3151,0.0227,18.1,PrivacySuppressed,58038,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
The Salon Professional Academy-Melbourne,FL,1,0,1,1,3,12,5,13,0,0,0,0,0,0,0,0,0,NULL,NULL,0,16753,9538,5252,NULL,NULL,0.6226,0.7924,26.19387755,0.441860465,13607,6.639999866,87.76000214,51814.13,7.440000057,2.960000038
Albert Einstein College of Medicine,NY,NULL,0,4,4,2,36,2,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,35102,84231,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Fortis Institute-Scranton,PA,2,0,2,2,3,42,2,13,0,0,0,0,0,0,0,0,0,NULL,NULL,0,34336,10064,4490,4861,0.25,0.6487,0.4695,26.94621027,0.543478261,16808,6.199999809,96.54000092,48124.44,7.960000038,3.24000001
Everglades University,FL,3,0,3,4,2,12,5,13,0,0,0,0,0,0,0,0,0,0.604215457,NULL,0,29277,19674,5620,4302,0.1965,0.4395,0.5801,33.50527325,0.418023887,22435,8.590000153,85.40000153,60322.87,7.980000019,3.049999952
Seminar L'moros Bais Yaakov,NY,1,1,1,2,2,36,2,11,0,0,0,0,0,0,0,0,0,0.866548043,NULL,0,16179,8924,5199,NULL,0.2414,0.8016,0.6802,19.05995204,PrivacySuppressed,24766,9.06000042,58.41999817,47113.45,20.89999962,3.730000019
Herzing University-Orlando,FL,2,0,2,4,2,12,5,21,0,0,0,0,0,1,0,0,0,0.94095092,NULL,0,24731,15245,4660,6687,0.4318,0.6046,0.1957,31.28994083,0.520903265,18321,7.510000229,93.69000244,60281.46,7.400000095,3.329999924
Cortiva Institute,FL,1,0,1,1,3,12,5,13,0,0,0,0,0,0,0,0,0,NULL,NULL,0,19656,8885,3833,NULL,NULL,0.4239,0.6734,29.41771094,0.42195122,17597,8.779999733,75.81999969,60079.81,8.43999958,3.210000038
College of Biblical Studies-Houston,TX,3,0,3,3,2,48,6,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,14143,10951,12091,5054,0.4179,0.4014,0.2727,40.55855856,0.50887574,24969.5,8.100000381,80.02999878,62100.27,12.32999992,4.360000134
Inner State Beauty School,OH,1,0,1,1,3,39,3,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,7873,4872,2594,NULL,NULL,0.4776,0.7182,28.01980198,0.52,12403,8.56000042,94.33000183,48062.89,16.20999908,5.090000153
Mid-EastCTC-Adult Education,OH,1,0,1,1,1,39,3,41,0,0,0,0,0,0,0,0,0,NULL,NULL,0,19128,16290,20708,NULL,NULL,0.6127,0.8782,27.07816712,0.575384615,20220,4.019999981,98.81999969,45467.24,11.05000019,3.700000048
Polaris Career Center,OH,1,0,1,1,1,39,3,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,12070,12786,9480,NULL,NULL,0.523,0.8214,30.56794425,0.582608696,20832,5.570000172,91.62000275,57119.36,8.93999958,3.380000114
P&A Scholars Beauty School,MI,1,0,1,1,3,26,3,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,9882,7888,346,NULL,NULL,0.4753,0.7353,25.75728155,0.51754386,12679,NULL,NULL,NULL,NULL,NULL
Sharp's Academy of Hairstyling,MI,1,0,1,1,3,26,3,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,5215,3787,NULL,NULL,0.6389,NULL,26.4,PrivacySuppressed,18760.5,6.019999981,96.98999786,64529.36,6.860000134,3.650000095
The College of Health Care Professions-Northwest,TX,1,0,1,3,3,48,6,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,31308,9926,5281,5403,0.3468,0.611,0.4947,27.3479942,0.560128617,19726,6.550000191,79,57325.22,13.31999969,4.380000114
School of Professional Horticulture New York Botanical Garden,NY,1,0,1,1,2,36,2,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,3794,10449,NULL,NULL,0,1,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL
Fortis College,TX,1,0,1,2,3,48,6,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,22930,8298,2428,4478,0.28,0.7064,0.6299,30.4797235,0.636540962,13550,6.909999847,94.26999664,51593.75,13.77000046,4.869999886
Alhambra Beauty College,CA,1,0,1,1,3,6,8,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,5655,1857,NULL,NULL,0.4413,0.8788,32.81176471,0.592592593,11906.5,7.579999924,50.68000031,56633.36,13.43999958,3.880000114
UEI College-Gardena,CA,1,0,1,1,3,6,8,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,27317,8591,2346,NULL,NULL,0.7621,0.6413,26.49633508,0.627205464,9983,NULL,NULL,NULL,NULL,NULL
Asian-American International Beauty College,CA,1,0,1,1,3,6,8,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,2261,1069,NULL,NULL,0.1948,0.8898,38.73184358,0.746666667,9745,4.46999979,56.15999985,64988.38,12.22000027,4.039999962
Copper Mountain Community College,CA,2,0,2,2,1,6,8,42,0,0,0,0,0,0,0,0,0,NULL,NULL,0,7722,232,7864,8933,0.3929,0.4424,0.2614,26.12424242,0.529559748,16992.5,4.380000114,92.55999756,40650.49,15.02000046,4.329999924
Diversified Vocational College,CA,1,0,1,1,3,6,8,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,21543,13998,1302,NULL,NULL,0.8924,0.5706,35.46589903,0.507900677,0,NULL,NULL,NULL,NULL,NULL
UEI College-Fresno,CA,1,0,1,1,3,6,8,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,30465,8203,2329,NULL,NULL,0.7293,0.5323,26.18982446,0.640536359,6719,3.910000086,76.62000275,46280.49,19.86000061,7.429999828
Santiago Canyon College,CA,2,0,1,2,1,6,8,12,0,0,0,0,0,1,0,0,0,NULL,NULL,0,1154,513,4224,12433,0.2516,0.1379,0.4435,21.81195517,0.537720706,23351,9.600000381,72.01000214,83505.71,6.619999886,3.309999943
Southern California Institute of Technology,CA,1,0,1,3,3,6,8,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,25979,6432,1244,6280,0.3235,0.6764,0.7783,29.40779221,0.618421053,23290.5,6.099999905,62,67551.93,11.02000046,4.090000153
Soka University of America,CA,3,0,3,4,2,6,8,21,0,0,0,0,0,0,0,0,0,0.524084778,1296,0,3349,5222,39352,12500,0.6327,0.2066,0.8899,19.25806452,PrivacySuppressed,44001,13.56999969,79.12000275,79623.38,6.050000191,3.019999981
Summit College,CA,1,0,1,1,3,6,8,12,0,0,0,0,0,0,0,0,0,NULL,NULL,0,31019,9233,2572,NULL,NULL,0.5974,0.7606,27.55971595,0.5703125,19049,5.070000172,74.18000031,60044.1,13.55000019,5.059999943
Advance Beauty College,CA,1,0,1,1,3,6,8,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,14124,4290,1139,NULL,NULL,0.4826,0.9442,36.09125475,0.586666667,0,4.190000057,54.91999817,64435.27,12.42000008,3.950000048
Los Angeles Pacific College,CA,NULL,0,1,2,3,6,8,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,18926,2804,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
World Mission University,CA,3,0,3,4,2,6,8,11,0,0,0,0,1,1,0,0,0,NULL,NULL,0,18897,9097,5187,5002,NULL,0.4494,0.5,51.6,PrivacySuppressed,13380,9.039999962,60.13999939,62541,15.81000042,4.349999905
Yo San University of Traditional Chinese Medicine,CA,3,0,4,4,2,6,8,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,6812,5155,3992,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
John Amico School of Hair Design,IL,1,0,1,1,3,17,3,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,12789,10698,2614,NULL,NULL,0.559,0.6829,25.81818182,0.454976303,14066,NULL,NULL,NULL,NULL,NULL
Delta College Inc,LA,1,0,1,1,3,22,5,41,0,0,0,0,0,0,0,0,0,NULL,NULL,0,14271,5778,2194,NULL,NULL,0.8065,0.6585,26.91021672,0.527619048,14836.5,6.960000038,97.75,51921.23,12.88000011,3.410000086
Tri-State Cosmetology Institute,TX,1,0,1,1,3,48,6,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,12959,6987,2585,NULL,NULL,0.6292,0.7526,27.93548387,0.524324324,15414.5,5.139999866,71.06999969,44769.3,20.40999985,5.21999979
Frontier Community College,IL,NULL,0,2,2,1,17,3,33,0,0,0,0,0,0,0,0,0,NULL,NULL,0,5984,1491,3392,6474,0.0857,0.1426,0.6697,24.1991342,0.395,27699,3.410000086,98.77999878,42392.61,8.609999657,3.869999886
Lincoln Trail College,IL,NULL,0,2,2,1,17,3,41,0,0,0,0,0,0,0,0,0,NULL,NULL,0,6006,2023,4602,6525,0.2192,0.3292,0.5873,24.04833837,0.396039604,28100,4.010000229,98.01999664,45588.57,9.090000153,3.400000095
Wabash Valley College,IL,NULL,0,2,2,1,17,3,32,0,0,0,0,0,0,0,0,0,NULL,NULL,0,5360,1277,3995,6632,0.3889,0.0941,0.5844,23.9948718,0.376068376,25759,3.970000029,98.48000336,44800.99,10.18000031,3.900000095
Brookline College-Tempe,AZ,1,0,1,3,3,4,6,12,0,0,0,0,0,0,0,0,0,NULL,NULL,0,44977,15302,3469,2591,NULL,0.5404,0.569,29.24475777,0.559032717,15003.5,6.099999905,83.72000122,50758.42,13.47999954,3.980000019
Inter American University of Puerto Rico-School of Optometry,PR,3,0,4,4,2,72,9,12,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,30446,13722,7036,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Schiller International University,FL,3,0,3,4,3,12,5,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,13336,18272,NULL,NULL,0.1667,0.3231,29.15625,PrivacySuppressed,23993,10.31999969,84.5,69055.56,7.380000114,3.450000048
Coconino Community College,AZ,2,0,1,2,1,4,6,41,0,0,0,0,0,0,1,0,0,NULL,NULL,0,10154,3287,3657,7446,0.2603,0.1715,0.162,24.00875657,0.409316155,26785,10.94999981,94.19999695,51541.54,14.09000015,4.849999905
Emma's Beauty Academy-Juana Diaz,PR,1,0,1,1,3,72,9,23,0,0,0,0,0,0,0,0,0,NULL,NULL,0,3060,6748,1874,NULL,NULL,0.715,0.6421,22.96336996,0.496420048,0,13.30000019,94.90000153,16882.94,53.18000031,10.31999969
Brillare Beauty Institute,TN,1,0,1,1,2,47,5,13,0,0,0,0,0,0,0,0,0,NULL,NULL,0,22333,17821,7050,NULL,NULL,0.5191,0.4102,25.47222222,0.37704918,17924,5,97.19999695,48340.57,9.739999771,3.380000114
Pima Medical Institute-Denver,CO,1,0,1,2,3,8,7,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,20781,8980,4344,5631,0.5385,0.4229,0.7534,26.64197627,0.505392912,21596,7.699999809,84.40000153,59572.48,9.489999771,3.650000095
ASA College,NY,2,0,2,3,3,36,2,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,26391,23319,9881,2517,0.4651,0.6222,0.2615,28.00239897,0.609941319,12694,6.849999905,58.72999954,42531.54,25.10000038,7.199999809
Ohio State School of Cosmetology-Heath,OH,1,0,1,1,3,39,3,23,0,0,0,0,0,0,0,0,0,NULL,NULL,0,14422,12333,5427,NULL,NULL,0.4636,0.6339,23.59340659,PrivacySuppressed,25836,8.56000042,95.41999817,66775.47,5.949999809,2.74000001
Yeshivas Novominsk,NY,2,0,3,3,2,36,2,11,0,0,0,0,0,0,0,1,0,0.86,NULL,0,5116,20769,15361,5511,1,0.381,0,19.08823529,PrivacySuppressed,24171.5,7.880000114,54.25999832,42087.1,22.40999985,3.839999914
Southern Careers Institute-Corpus Christi,TX,1,0,1,1,3,48,6,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,24973,8631,2921,NULL,0.6667,0.7125,0.5839,27.52240833,0.636805556,14258,5.070000172,81.51999664,43098.67,21.78000069,4.869999886
Rabbinical College of Ohr Shimon Yisroel,NY,3,0,3,3,2,36,2,11,0,0,0,0,0,0,0,1,0,NULL,NULL,0,12029,11947,6755,2344,NULL,0.9194,0.4388,19.82352941,PrivacySuppressed,10060,6.349999905,68.01999664,36010.3,35.11000061,5.679999828
Carroll Community College,MD,2,0,2,2,1,24,2,41,0,0,0,0,0,0,0,0,0,NULL,NULL,0,1740,4430,8686,6485,0.4175,0.1627,0.4026,23.94522019,0.413173653,28671,9.399999619,96.51000214,80529.97,3.079999924,2.029999971
Galen College of Nursing-Tampa Bay,FL,2,0,2,3,3,12,5,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,28030,11274,4132,5824,0.6584,0.4837,0.5357,30.01292726,0.493010484,32673.5,7.050000191,92.04000092,54499.36,9.960000038,3.309999943
Galen College of Nursing-San Antonio,TX,2,0,2,3,3,48,6,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,14819,5432,5603,0.5797,0.5165,0.5118,30.01292726,0.493010484,32673.5,7.050000191,92.04000092,54499.36,9.960000038,3.309999943
Sarasota School of Massage Therapy,FL,1,0,1,1,3,12,5,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,21192,16379,2218,NULL,NULL,0.5493,0.7308,33.03141361,0.386206897,17000,9.140000343,89.55000305,58882.05,6.230000019,2.029999971
Schuyler Steuben Chemung Tioga Allegany BOCES,NY,1,0,1,1,1,36,2,41,0,0,0,0,0,0,0,0,0,NULL,NULL,0,17620,7400,4060,NULL,NULL,0.9359,0.6667,28.87019231,0.548913044,22804.5,7.630000114,97.23000336,47297.62,9.970000267,4.760000229
Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,NY,1,0,1,1,1,36,2,41,0,0,0,0,0,0,0,0,0,NULL,NULL,0,19744,6287,11494,NULL,NULL,0.6667,0.8205,NULL,NULL,NULL,6.159999847,97.16999817,45849.94,10.28999996,3.900000095
Central Susquehanna Intermediate Unit LPN Career,PA,1,0,1,1,1,42,2,41,0,0,0,0,0,0,0,0,0,0.682926829,NULL,0,13716,8238,8862,NULL,NULL,0.4268,0.8853,28.33884298,0.476190476,27498,4.71999979,98.26000214,47695.19,7.619999886,2.970000029
Myotherapy Massage College,UT,1,0,1,1,3,49,7,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,26622,14630,3141,NULL,NULL,0.2985,0.7838,30.11111111,PrivacySuppressed,25000,9.130000114,91.12999725,69832.31,5.760000229,3.220000029
City College-Gainesville,FL,2,0,2,3,2,12,5,22,0,0,0,0,0,0,0,0,0,0.854166667,NULL,0,19828,22038,9379,3750,0.1667,0.7987,0.1905,29.22803195,0.493023256,14979,8.859999657,70.41000366,51554.73,13.26000023,4.360000134
G Skin & Beauty Institute,IL,1,0,1,1,3,17,3,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,26194,12619,4040,NULL,NULL,0.4136,0.6404,26.8604119,0.482479784,23922,13.02000046,86.58000183,91016.55,3.00999999,2.720000029
Cosmetology Training Center,LA,1,0,1,1,3,22,5,12,0,0,0,0,0,0,0,0,0,NULL,NULL,0,11788,9708,4327,NULL,NULL,0.4397,0.8732,22.44761905,0.484210526,30351,5.21999979,97.48000336,45768.93,15.60999966,4.369999886
Stage One-The Hair School,LA,1,0,1,1,3,22,5,13,0,0,0,0,0,0,0,0,0,NULL,NULL,0,11116,7481,5120,NULL,NULL,0.5125,0.6571,24.2992126,0.618181818,12663,4.710000038,97.91999817,49211.87,12.75,3.940000057
Empire Beauty School-Malden,MA,1,0,1,1,3,25,1,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,17551,11774,10403,NULL,NULL,0.4965,0.5972,25.59180918,0.501391208,15061,6.840000153,92.23999786,53670.83,11.17000008,4.159999847
Xenon International Academy-Omaha,NE,1,0,1,1,3,31,4,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,13027,8766,3806,NULL,NULL,0.6085,0.8152,23.43214286,0.439215686,29027,7.190000057,95.72000122,61940.97,5.480000019,2.230000019
Capri Institute of Hair Design-Brick,NJ,1,0,1,1,3,34,2,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,8783,4721,NULL,NULL,0.2198,0.7097,27.50306749,0.605442177,19615,7.090000153,91.41000366,73987.17,4.550000191,2.980000019
Capri Institute of Hair Design-Kenilworth,NJ,1,0,1,1,3,34,2,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,8123,5532,NULL,NULL,0.4553,0.5469,28.57142857,0.573770492,18363,10.52000046,79.48999786,85904.58,4.570000172,3.160000086
Capri Institute of Hair Design-Paramus,NJ,1,0,1,1,3,34,2,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,14315,8894,5114,NULL,NULL,0.4404,0.7174,27.60135135,0.628099174,27734.5,12.09000015,75.75,91093.48,4.050000191,2.880000114
Orlo School of Hair Design and Cosmetology,NY,1,0,1,1,3,36,2,13,0,0,0,0,0,0,0,0,0,NULL,NULL,0,18403,6997,7878,NULL,NULL,0.4646,0.7045,24.62765957,0.56097561,23883.5,12.05000019,94.40000153,62155.57,6.53000021,3.309999943
Eastland-Fairfield Career and Technical Schools,OH,1,0,1,1,1,39,3,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,12191,10652,17898,NULL,NULL,0.4641,0.8066,29.15384615,0.589595376,24054,5.599999905,96.80999756,58212.55,7.610000134,2.799999952
Empire Beauty School-Cincinnati,OH,1,0,1,1,3,39,3,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,17173,10181,5446,NULL,NULL,0.627,0.3926,25.55806452,0.647321429,11104.5,8.680000305,96.88999939,65487.31,5.5,2.650000095
Mahoning County Career and Technical Center,OH,1,0,1,1,1,39,3,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,9171,11044,9612,NULL,NULL,0.128,0.8548,30.13888889,0.716666667,20674.5,5.619999886,97.15000153,52251.41,8.649999619,3.549999952
Pickaway Ross Joint Vocational School District,OH,1,0,1,1,1,39,3,32,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,9008,11900,NULL,NULL,0.4291,0.7879,28.97169811,0.634020619,21976.5,3.789999962,98.83999634,50987.67,9.739999771,3.339999914
Pioneer Career and Technology Center,OH,1,0,1,1,1,39,3,31,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,12080,9391,NULL,NULL,0.0429,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,3.049999952,98.30999756,51993.85,8.350000381,3.00999999
Raphael's School of Beauty Culture Inc-Boardman,OH,1,0,1,1,3,39,3,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,14777,7912,3515,NULL,NULL,0.6335,0.5306,25.89655172,0.485074627,13518,5.510000229,97.20999908,49786.44,8.869999886,3.5
Scioto County Career Technical Center,OH,1,0,1,1,1,39,3,41,0,0,0,0,0,0,0,0,0,NULL,NULL,0,14713,5864,8342,NULL,NULL,0.7902,0.5889,25.99256506,0.613043478,18548,3.440000057,99.09999847,39377.99,15.18999958,4.639999866
Trumbull Career & Technical Center,OH,1,0,1,1,1,39,3,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,22220,2933,6502,NULL,NULL,0.646,0.7797,31.36734694,0.524390244,11446.5,4.090000153,97.73999786,52529.53,9,3.700000048
Pacific Bible College,OR,2,0,2,2,2,41,8,13,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,4374,9631,NULL,NULL,0.3409,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Lake Erie College of Osteopathic Medicine,PA,3,0,1,4,2,42,2,13,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,31770,11567,9611,0.4867,0,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
UCAS University of Cosmetology Arts & Sciences-Harlingen,TX,1,0,1,1,3,48,6,13,0,0,0,0,0,0,0,0,0,NULL,NULL,0,20576,17337,2951,NULL,NULL,0.5618,0.4819,25.37637363,0.67251462,14312.5,4.03000021,70.19999695,33345.99,32.63000107,6.53000021
Highlights Beauty Schools,WA,1,0,1,1,3,53,8,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,10547,7685,3251,NULL,NULL,0.5189,0.5512,24.15810277,0.396313364,25151,9.510000229,87.33999634,68034.8,6.550000191,3.819999933
Empire Beauty School-Green Bay,WI,1,0,1,1,3,55,3,22,0,0,0,0,0,0,0,0,0,NULL,NULL,0,13466,8433,7431,NULL,NULL,0.4737,0.5849,26.11150029,0.490608565,14725,7.429999828,88.33999634,68625.78,6.309999943,2.930000067
Warren County Career Center,OH,1,0,1,1,1,39,3,41,0,0,0,0,0,0,0,0,0,NULL,NULL,0,17638,13398,9887,NULL,NULL,0.1851,0.8852,27.67889908,0.57,28489.5,7.559999943,97.55000305,73282.16,4.139999866,1.919999957
Paul Mitchell the School-Wichita,KS,1,0,1,1,3,20,4,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,12130,8707,3810,NULL,NULL,0.6312,0.6947,23.88764045,0.416666667,21761,5.909999847,92.34999847,53095.12,10.06000042,3.829999924
Pinnacle Institute of Cosmetology,NC,1,0,1,1,3,37,5,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,15367,12537,6750,NULL,NULL,0.4366,0.5273,24.72289157,0.442857143,22456,5.800000191,95.5,63392.93,6.019999981,2.769999981
Southern Careers Institute-Pharr,TX,1,0,1,1,3,48,6,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,24107,8675,2351,NULL,0.6786,0.733,0.5963,27.52240833,0.636805556,14258,5.070000172,81.51999664,43098.67,21.78000069,4.869999886
Laurel Technical Institute,PA,1,0,1,2,3,42,2,41,0,0,0,0,0,0,0,0,0,0.941176471,NULL,0,9216,9425,4313,2778,0.375,0.6154,0.7174,26.29362881,0.616352201,18579,5.5,97.69999695,44294.99,10.27999973,3.690000057
Florida National University-Main Campus,FL,2,0,3,4,3,12,5,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,20983,10788,3108,5014,0.485,0.7456,0.4422,29.54668713,0.566216216,13365,7.260000229,36.52000046,51661.46,12.77000046,4.710000038
Georgia Institute of Cosmetology,GA,1,0,1,1,3,13,5,12,0,0,0,0,0,0,0,0,0,NULL,NULL,0,13448,2964,2365,NULL,NULL,0.8272,0.7349,27.41768293,0.533088235,15726,7.159999847,93.87000275,52422.4,12.73999977,3.980000019
Nouvelle Institute,FL,1,0,1,1,3,12,5,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,10388,8374,1160,NULL,NULL,1,0.7609,34.51265823,0.652631579,0,6.309999943,36.59999847,42576.33,17.60000038,5.329999924
Franklin Technology Center Adult Education,MO,1,0,1,1,1,29,4,13,0,0,0,0,0,0,0,0,0,NULL,NULL,0,24984,2717,7387,NULL,NULL,0.5448,0.8209,29.07589286,0.473958333,21564,5.369999886,97.37000275,44415.5,10.02999973,3.74000001
Professional Technical Institution,PR,1,0,1,1,3,72,9,12,0,0,0,0,0,0,0,0,0,NULL,NULL,0,8116,4217,2709,NULL,NULL,0.9536,0.8948,27.09266409,0.418604651,0,PrivacySuppressed,PrivacySuppressed,24626.82,38.29999924,6.099999905
Erikson Institute,IL,3,0,4,4,2,17,3,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,18448,22283,8881,1,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
South Texas College,TX,2,0,2,3,1,48,6,12,0,0,0,0,0,1,0,0,0,NULL,NULL,0,1092,1154,4936,6385,0.5815,0.3648,0.2492,22.15498057,0.60889042,17577,4.059999943,69.29000092,33391.23,33.47999954,6.869999886
Pike County Joint Vocational School District,OH,1,0,1,1,1,39,3,41,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,6735,5914,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Lorain County Joint Vocational School District,OH,1,0,1,1,1,39,3,41,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,15238,22094,NULL,NULL,0.1707,0.7143,30.83333333,0.607142857,13032,4.880000114,96.11000061,61034.91,7.170000076,2.920000076
Roger Williams University School of Law,RI,3,0,4,4,2,44,1,21,0,0,0,0,0,0,0,0,0,0.90983707,NULL,0,NULL,24327,13459,14194,0.3898,NULL,NULL,20.54638619,0.196590909,103564.5,13.77999973,90.65000153,84094.11,4.210000038,2.579999924
California State University-Monterey Bay,CA,3,0,3,4,1,6,8,22,0,0,0,0,0,1,0,0,0,0.928086974,NULL,0,1924,5557,9094,9945,0.4719,0.4529,0.6032,23.8371552,0.517715715,28759,9.06000042,76.25,70802.17,9.06000042,4.519999981
Ohio Media School-Valley View,OH,1,0,1,1,3,39,3,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,29869,14543,1426,NULL,NULL,0.9595,0.6639,28.10403917,0.424012158,16766,7.409999847,93.98000336,59457.95,8.899999619,3.50999999
EINE Inc,MA,1,0,1,1,3,25,1,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,36108,6421,881,NULL,NULL,0.3,0.6191,35.28571429,PrivacySuppressed,28584,12.67000008,90.75,73068.29,6.260000229,2.630000114
Marian Health Careers Center-Los Angeles Campus,CA,1,0,1,1,3,6,8,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,24558,8211,5666,NULL,NULL,0.4307,0.5882,28.91266376,0.350515464,26319,6.420000076,53.27000046,52801.55,17.11000061,5.230000019
Cleveland Clinic Health System-School of Diagnostic Imaging,OH,1,0,1,1,2,39,3,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,7989,9251,NULL,NULL,0.2059,NULL,29.4516129,PrivacySuppressed,20934,7.920000076,94.41999817,61966,6.239999771,2.829999924
Academy for Nursing and Health Occupations,FL,1,0,2,2,2,12,5,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,23425,10842,8142,6625,0.7727,0.5327,0.6842,31.23076923,0.52972973,19834,6.829999924,78.41000366,52504.57,11.76000023,3.559999943
Shawsheen Valley School of Practical Nursing,MA,1,0,1,1,1,25,1,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,26513,4355,7861,NULL,NULL,0.5882,0.8551,31.91803279,0.4375,39817,11.38000011,85.01000214,79593.25,6.329999924,2.670000076
Shear Ego International School of Hair Design,NY,1,0,1,1,3,36,2,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,24475,10586,1629,NULL,NULL,0.3402,0.8776,26.37810945,0.406779661,22194,8.770000458,91.33999634,57573.33,10.40999985,4.130000114
